description_id,user_id,description_input,description_output_grid_size,description_output,is_verified,confidence,num_verification_attempts,num_actions,num_actions,generation,user_num_prior_description_experiences,user_num_prior_build_experiences,description_synthesis_time,verification_time
223e5c2e-7da6-4f23-b83f-9dfa344042af,38ae0f06-31d8-483d-bc31-0fbfee78e6e3,"In the input, you should see... a 9x9 grid with a light blue cross dividing the input into 4 sections. One section will be 2x2 with many colors, call this section A. Another section will be 6x6 with only green and black, call this section B.",The output grid size... is 6x6.,"To make the output, you have to... resize the output grid to 6x6. Copy and paste all of section B (not including the light blue cross divider) into your output grid. Then, recolor the green part of the upper-left 3x3 of your output grid to match the color of the upper-left square of section A. Repeat this for each ""quadrant"" of your output, making the color match the color of the corresponding corner of section A.",True,7,1,18.0,18.0,1.0,2,4,230,33
73d6aa43-5c14-457e-b0db-6004f3954ba5,c5f8851e-16b8-4133-a41c-2f793dacfa56,"In the input, you should see...a grid with one light blue row and column. There is a one-colored design in one area and a multi-colored 2x2 grid in another area.",The output grid size...will be 6x6.,"To make the output, you have to...fill in the entire grid with black. You then need to use each of the colors from the 2x2 grid to make the same design as the green design shown in the input grid. The colors must be in the same area shown in the 2x2 area. Each area will be a 3x3 grid, so there are a total of 4 3x3 grids. If the upper right square in the input pair is pink, then the design in the upper right 3x3 grid should be pink. Repeat the color blocks for the other 3x3 areas.",True,8,1,19.0,19.0,0.0,3,1,926,98
110a81b1-4f2c-482f-8c68-b2c9c892633d,ec960c27-0e0f-4f2d-ac62-1d8c752014d3,"In the input, you should see...A square that with one square off the top right and left down.",The output grid size...stay the same.,"To make the output, you have to...keep on create square toward edge.",False,,3,21.0,21.0,1.0,2,1,186,63
84371725-a83d-43d9-aa04-13bfbecbf1cc,e78c05d7-d39e-4e2d-9728-218d8406aa13,"In the input, you should see...original pattern",The output grid size...copy the input size,"To make the output, you have to...follow the instruction",True,9,1,11.0,11.0,3.0,1,4,105,83
9509f6e3-c599-4881-a86f-cbcf220e2389,6191159f-4cb9-4792-96a0-c26b9c7dae64,"In the input, you should see... a black grid with a 4 by 4 colored square that has two small squares on its corners.",The output grid size...stays the same.,"To make the output, you have to...add more squares of the same color to create a diagonal line from the small squares to the edge of the grid.",True,0,2,18.0,18.0,2.0,1,0,462,298
bb2efaf2-756e-414f-a858-244a98c2795f,e426a59f-5bdf-4195-9e5f-dd45560c9ed7,"In the input, you should see... A square that with one square off the top right and left down.",The output grid size... stay the same.,"To make the output, you have to... keep on create square toward edge.",True,2,3,19.0,19.0,0.0,0,0,363,68
d9540351-9a5b-444f-8293-e08f8a85f024,95f8c000-2e35-4c5b-9b79-e15661b1cdc5,"In the input, you should see...a center block with two edges going out",The output grid size...is the same,"To make the output, you have to...continue the single block diagonally to the edge with the same color",True,10,1,11.0,11.0,4.0,0,3,97,22
e84bb248-22cd-43fd-9087-31e169865a82,4faf98aa-589d-43eb-9bdb-916741e73746,"In the input, you should see...a square with some of its corner having a single grid extending from the squares corner.",The output grid size...is the same as the input,"To make the output, you have to...locate any grids that extend from the corner of the square and continue extending it diagonally all the way until it reaches the border of the grid.",True,8,1,10.0,10.0,5.0,4,3,262,15
20ddf834-0ded-4b15-881b-e9c6fa5fdf00,f0562669-d5a1-43e8-a3db-05b7225abc10,"In the input, you should see...a 23x23 grid with a black background. There will also be random yellow boxes scattered around. Some of the yellow boxes will be surrounded with blue boxes.",The output grid size...23x23,"To make the output, you have to...copy and paste the exact same grid. Find all instances of the pattern that is surrounded in blue. Everywhere on the grid where there is the exact yellow pattern, surround it with blue. So, on all sides of the yellow boxes (in the same pattern) will be blue boxes (exactly as shown in the yellow/blue pattern).",True,5,2,44.0,44.0,0.0,2,3,442,100
60c3a36b-e302-4139-9bb4-5da1a1bdcec9,e0dce91c-7e38-4f55-89b4-de0d9369c442,"In the input, you should see...a 22x22 grid with a blue background. multiple random green boxes scattered around. some of the yellow boxes will be surrounded with orange boxes",The output grid size...use same input grid size.,"To make the output, you have to...change the background color to black.",False,,3,71.0,71.0,1.0,0,0,1127,264
f2154bd8-9ed2-4cb9-9b5f-17ec2b3d79bc,868bda6c-2c23-4434-b5e9-66cfeb5b2e54,"In the input, you should see...a 23x23 grid with a black background.  There will also be random yellow boxes scattered around.  Some of the yellow boxes will be surrounded with blue boxes.",The output grid size...23x23,"To make the output, you have to....To make the output, you have to...copy and paste the exact same grid.  Find all instances of the pattern that is surrounded in blue.  Everywhere on the grid where there is the exact yellow pattern,  surround it with blue.  So,  on all sides of the yellow boxes (in the same pattern) will be blue boxes(exactly as shown in the yellow/blue pattern)",True,10,1,42.0,42.0,2.0,1,1,227,95
b080179b-cfa8-4322-a05a-fb19021e12f8,f9093948-340d-460c-b9bf-825408693ca4,"In the input, you should see...large section of the same color",The output grid size...remain the same,"To make the output, you have to...reproduce large section on black back ground, use only the color of the large section",True,10,1,16.0,16.0,1.0,1,0,121,31
c237f2d0-dbd6-4c80-93dd-603f12120996,76a92bf6-8c68-49b9-8b43-342ed54b63a4,"In the input, you should see...rectangular colored shapes on a black background with blue pixels placed randomly",The output grid size...is the same as the input grid,"To make the output, you have to...replace the blue pixels with pixels of the same color as the majority of surrounding pixels",True,10,1,15.0,15.0,0.0,0,0,332,47
1a729f4b-7af2-477c-88cb-d155f56acde3,756ee44b-ee04-4278-b0ef-1617485c086d,"In the input, you should see...only part square fill",The output grid size...fill only square grey,"To make the output, you have to...without fill single",True,10,1,23.0,23.0,2.0,0,0,111,66
286cb71c-f883-4118-a4d6-845e73f2bc49,af5a0754-e29b-487c-835c-46ef9c95827b,"In the input, you should see... the square and arrange them with correct shape",The output grid size... the output should be in the size of rectangle,"To make the output, you have to... you should fill the color in the rectangle shape",False,,3,13.0,13.0,0.0,0,3,121,18
36102060-bd04-4ee0-8c44-531925860ab5,03afa9d5-c5ab-44b0-9826-e1341bd9e881,"In the input, you should see...solid colored shapes and some are block with some single pixel. A single color is for each pair.",The output grid size...the same number,"To make the output, you have to...always remove a single pixel outside of the big blocks. Your output with be big blocks only, no scattered single pixels. Simply remove these single pixels and leave the complete major blocks whether these pixels are right next to or by themselves out in space. That's all.",True,9,1,12.0,12.0,3.0,2,1,378,31
cfb64a7c-f566-4850-b555-e448855e9e5c,a3bbed17-f81f-4e0b-ba60-c327cdab116e,"In the input, you should see...Large rectangle patterns with single squares scattered around",The output grid size...Keep grid size as same,"To make the output, you have to...Remove the single squares so that only the large rectangle group patterns remain",True,10,1,12.0,12.0,1.0,1,0,183,19
407c210b-07f6-455b-a87e-79df124df956,b46339c2-c2c6-4776-af6b-7e23cf8b01ab,"In the input, you should see...a small section of the the final output pattern",The output grid size...is 6x6,"To make the output, you have to...copy the original 3x3 pattern and replicate it after you rotate it clockwise onto the output.  The top left 3x3 section should be a the same as the input.  Then replicate and rotate to the right of this in the 3x3 section to the left, continue this until you have replicate and rotate 3 times total.",True,5,1,35.0,35.0,1.0,1,5,444,286
66bfd19d-4f95-46ce-88ab-bc4c43a8e7a0,8cf6558a-b21c-4e67-9c3a-171f175dd16a,"In the input, you should see...a 3x3 pattern",The output grid size...increases to 6x6,"To make the output, you have to...copy and paste the input grid into each of the 4 corners, offset by 90 degrees to the right.",True,6,2,44.0,44.0,2.0,3,5,274,252
bbc25c36-1b2c-4174-9da6-a50e683c1879,74de5320-8dee-4d0a-bdfa-977def4cc285,"In the input, you should see... a pattern on a 3x3 grid",The output grid size... is 6x6,"To make the output, you have to... treat the input grid as the top-left corner of the output grid. Fill in the other corners of the output, maintaining radial symmetry. So, rotate the input grid 90 degrees clockwise and put that in the top left. Continue this pattern.",True,6,1,25.0,25.0,0.0,0,0,161,70
cc4e5cc7-17e7-49d6-b470-76eeca700d74,a33564e1-7323-4008-bbce-195a66dc8107,"In the input, you should see... a pattern with various colors on a 3x3 grid",The output grid size... the grid size is doubled to 6x6,"To make the output, you have to... imagine the 6x6 output grid is split into four squares. Copy the input pattern onto the top left square, rotate 90 degrees to the right for the top right square, rotate again for the bottom right, then again for the bottom left.",True,8,1,37.0,37.0,3.0,1,0,462,114
1edf2536-f5bd-4ad0-93d9-2cc797dfe040,6a803f1a-6c62-492c-81f5-397266042ce0,"In the input, you should see...a design pattern on a black background",The output grid size...9x9 or the size of the design pattern,"To make the output, you have to...repeat the shape of the design pattern in 3x3 squares and make the same design on the 9x9 grid out of 3x3 squares.",True,7,1,22.0,22.0,0.0,3,3,335,59
52b07605-8967-4c61-872a-b22387f73187,9554b2c3-defe-4cfe-9159-610c8e6d27c0,"In the input, you should see... a black background, within which is a 9x9 pattern composed of nine solid 3x3 gray and black squares",The output grid size... is the size of the 9x9 pattern.,"To make the output, you have to... reproduce the 9x9 pattern. Then, within each gray 3x3 square, reproduce the 9x9 pattern, so that each 3x3 gray square is a smaller version of the 9x9 pattern.",True,8,1,25.0,25.0,1.0,5,4,363,57
1bdb116c-aebb-4940-a438-9c3fccc5808e,098f3fcb-8780-4b1e-a6ca-7e698a5bc626,"In the input, you should see...a black background with a variety of blue shapes.",The output grid size...is the same as the input.,"To make the output, you have to...copy the input grid. Then, any shapes that are closed (like complete squares or rectangles) will be changed from blue to green. Any other shapes that are open (incomplete) or are just lines, stay blue.",True,9,1,26.0,26.0,1.0,4,1,133,19
dd450fb8-ee7d-4677-b03e-3edf658293b7,9554b2c3-defe-4cfe-9159-610c8e6d27c0,"In the input, you should see... some blue figures against a black background.",The output grid size... is identical to the input grid.,"To make the output, you have to... re-color green only the blue figures that form closed boxes.",True,9,1,4.0,4.0,0.0,1,0,93,14
2ba9cc3a-ae9e-4b98-a63c-591e02ae0189,38ae0f06-31d8-483d-bc31-0fbfee78e6e3,"In the input, you should see... one complete line and at least one incomplete line. Each line is made of two colors.",The output grid size... is the same as the input.,"To make the output, you have to... copy the input grid. Then, you have to complete each incomplete line. Maintain the lines color scheme while matching the pattern of the single complete line.",True,9,1,31.0,31.0,3.0,4,5,86,41
75e76fd4-50e5-4b7c-a147-860d43e7b68a,0d7097fd-dd74-4cc4-901a-d2423d0ca473,"In the input, you should see... some lines filled in with colors",The output grid size... is the same,"To make the output, you have to...For the line that is filled in completely with colored squares (not black) keep these the same as input . For any line with 3 squares filled in, use this pattern to finish the line across: Where A is the color of the first and second square, and I is the color of the 3rd square, fill in this pattern across the line: A A I I I A I A. All other black squares remain black",False,,3,53.0,53.0,0.0,5,4,405,141
9f992bbe-33db-4bc8-85b4-3f0122801498,5b5e277a-1229-4b65-86cd-457cb00b61dc,"In the input, you should see...two lines are different colors",The output grid size...different size and width is exactly match.,"To make the output, you have to...match with colors are good.",True,5,2,40.0,40.0,2.0,0,0,1226,184
